CCEmails,District,EmailAddress,ID,Name,Phone,Province,Status
,Mbire,,ZW020835,Nyambudzi Clinic,+263777146885,Mashonaland Central,active
,Chikomba,,ZW030101,Mufudziwakanaka Rural Health Centre,+263774159511,Mashonaland East,active
,Chikomba,,ZW030103,Nyamhere Rural Health Centre,+263774159518,Mashonaland East,active
,Chikomba,,ZW030104,Zvamatobwe Rural Health Centre,+263774159521,Mashonaland East,active
,Chikomba,,ZW030107,Musumha Rural Health Centre,+263774159537,Mashonaland East,active
,Chikomba,,ZW03010B,Nharira Rural Hospital,+263774159506,Mashonaland East,active
,Chikomba,,ZW03010C,Range Rural Health Centre,+263774159523,Mashonaland East,active
,Chikomba,,ZW03010D,Sadza District Hospital,+263774159507,Mashonaland East,active
,Chikomba,,ZW030125,Tavara Clinic,+263783280033,Mashonaland East,active
,Chikomba,,ZW030127,Madamombe Clinic,+263774159564,Mashonaland East,active
,Chikomba,,ZW030128,Manyene Clinic,+263774159579,Mashonaland East,active
,Chikomba,,ZW030129,Masasa Clinic,+263774159580,Mashonaland East,active
,Chikomba,,ZW030130,Mbiru Clinic,+263774159598,Mashonaland East,active
,Chikomba,,ZW030131,Mushipe Clinic,+263774159603,Mashonaland East,active
,Chikomba,,ZW030132,Nhangabwe Clinic,+263774159617,Mashonaland East,active
,Chikomba,,ZW030133,Pokoteke Clinic,+263774159622,Mashonaland East,active
,Chikomba,,ZW030134,Rutanhira Clinic,+263774159624,Mashonaland East,active
,Chikomba,,ZW030135,Shumba Clinic,+263774159626,Mashonaland East,active
,Chikomba,,ZW030136,Unyetu Clinic,+263774159641,Mashonaland East,active
,Chikomba,,ZW030137,Wazvaramhaka Clinic,+263774159644,Mashonaland East,active
,Chikomba,,ZW030147,Lancashire Clinic,+263774159659,Mashonaland East,active
,Chikomba,,ZW030148,Mutoro Clinic,+263774159662,Mashonaland East,active
,Chikomba,,ZW030149,Wiltshire Clinic,+263774159695,Mashonaland East,active
,Chikomba,,ZW030192,Mwerahari Clinic,+263774159707,Mashonaland East,active
,Goromonzi,,ZW030203,Mwanza Rural Health Centre,+263774159734,Mashonaland East,active
,Goromonzi,,ZW030204,Rusununguko Clinic,+263774159745,Mashonaland East,active
,Goromonzi,,ZW03020A,Makumbe District Hospital,+263783280019,Mashonaland East,active
,Goromonzi,,ZW03020C,Ruwa Rehab,+263783280020,Mashonaland East,active
,Goromonzi,,ZW030227,Kowoyo Clinic,+263774159771,Mashonaland East,active
,Goromonzi,,ZW030228,Masikandoro Clinic,+263774159773,Mashonaland East,active
,Goromonzi,,ZW030229,Nyawure Clinic,+263774159774,Mashonaland East,active
,Goromonzi,,ZW030230,Pote Clinic,+263774159780,Mashonaland East,active
,Goromonzi,,ZW030247,Henry John Rheimer Clinic,+263774159803,Mashonaland East,active
,Goromonzi,,ZW030248,Kubatsirana Clinic,+263774159807,Mashonaland East,active
,Goromonzi,,ZW030249,Rusike Clinic,+263774159810,Mashonaland East,active
,Goromonzi,,ZW030250,Ruwa Clinic,+263774159827,Mashonaland East,active
,Goromonzi,,ZW030251,Joan Rankini Clinic,+263774159835,Mashonaland East,active
,Goromonzi,,ZW030273,Ruwa PolyClinic,+263774159854,Mashonaland East,active
,Goromonzi,,ZW030274,Melfort Clinic,+263774159855,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030301,Kafura Rural Health Centre,+263774160805,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030302,Karimbika Rural Health Centre,+263774160823,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030303,Sowa Rural Health Centre,+263774160751,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030304,Marembera Rural Health Centre,+263774160835,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030332,Mashambanhaka Clinic,+263774160709,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030333,Nhakiwa Clinic,+263774160737,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030334,Nyakasoro Clinic,+263774160785,Mashonaland East,active
,Uzumba Maramba Pfungwe,,ZW030336,Nyanzou Clinic,+263774160831,Mashonaland East,active
,Hwedza,,ZW030405,Sengezi Rural Health Centre,+263774159895,Mashonaland East,active
,Hwedza,,ZW030407,Idube Clinic,+263774159919,Mashonaland East,active
,Hwedza,,ZW030408,Sango Clinic,+263774159923,Mashonaland East,active
,Hwedza,,ZW03040A,Wedza Rural Hospital,+263783280031,Mashonaland East,active
,Hwedza,,ZW03040B,Mt St Mary's Hospital,+263783280030,Mashonaland East,active
,Hwedza,,ZW030446,Makarara Clinic,+263774159968,Mashonaland East,active
,Hwedza,,ZW030447,Zviduri Clinic,+263774159971,Mashonaland East,active
,Mutare,,ZW06050E,St Joseph's Mission Hospital Mutare,+263774152049,Manicaland,active
,Makoni,,ZW010446,Nyamusosa Clinic,+263774148045,Manicaland,active
,Mutasa,,ZW01060B,Bonda Mission Mutasa,+263774148389,Manicaland,active
,Bikita,,ZW080129,Masvingo Odzi Clinic,+263774149517,Masvingo,active
,Mutasa,,ZW010670,Imbeza Clinic,+263774148518,Manicaland,active
,Nyanga,,ZW010707,Matize Rural Health Centre,+263774149010,Manicaland,active
,Nyanga,,ZW010729,Kambudzi Clinic,+263774149005,Manicaland,active
,Harare Central South Eastern,,ZW000A44,Hatfield PC Clinic,+263783282881,Harare,active
,North Western,,ZW000A45,Marlborough Satellite Clinic,+263783282890,Harare,active
,Eastern,,ZW000A46,Highlands PC Clinic,+263783282886,Harare,active
,Eastern,,ZW000A47,Mabvuku Satelite Clinic,+263783282887,Harare,active
,Northern,,ZW000A52,Highlands FHS Clinic,+263783285075,Harare,active
,Southern,,ZW000A53,Hopley Clinic,+263783282911,Harare,active
,Chitungwiza Urban,,ZW000B01,Seke South Clinic,+263783279407,Harare,active
,Chitungwiza Urban,,ZW000B02,Seke North Clinic,+263783283118,Harare,active
,Chitungwiza Urban,,ZW000B03,St Marys Clinic,+263783279410,Harare,active
,Chitungwiza Urban,,ZW000B04,Zengeza Clinic,+263783279405,Harare,active
,Chitungwiza Urban,,ZW000B0C,St Michaels 24 hr Clinic,+263783283089,Harare,active
,Chitungwiza Urban,,ZW000B0D,Manyame 24 hr  Medical,+263783283116,Harare,active
,Chipinge,,ZW010316,Tuzuka Clinic,+263774147733,Manicaland,active
,Chipinge,,ZW010327,Hwakwata Clinic,+263774147566,Manicaland,active
,Chimanimani,,ZW01020C,Mutambara Mission Hospital,+263783279389,Manicaland,active
,Mwenezi,,ZW080602,Chirindi Rural Health Centre,+263774150172,Masvingo,active
,Chivi,,ZW080304,Ngundu Rural Health Centre,+263774150132,Masvingo,active
,Chimanimani,,ZW010261,Charter Estate Clinic,+263783279364,Manicaland,active
,Chimanimani,,ZW010229,Gudyanga Clinic,+263774144839,Manicaland,active
,Makoni,,ZW010420,Nyamukamani Rural Health Centre,+263774148040,Manicaland,active
,Mutasa,,ZW010692,Honde Mission Clinic,+263774148497,Manicaland,active
,Marondera,,ZW03050B,Chiota Rural Hospital,+263774160866,Mashonaland East,active
,Buhera,,ZW010133,Gombe Clinic,+263783620803,Manicaland,active
,Mutasa,,ZW010638,Sagambe Clinic,+263783279402,Manicaland,active
,Makoni,,ZW010411,Maparura Rural Health Centre,+263774147910,Manicaland,active
,Mwenezi,,ZWdummy47,Munyamani Clinic,+263783285124,Masvingo,active
,Insiza,,ZW06040C,Avoca Rural Hospital,+263774151826,Matabeleland South,active
,Bindura,,ZW020184,Mupandira Rural Health Centre,+263778126781,Mashonaland Central,active
,Makonde,,ZW040512,Gudubu Rural Health Centre,+263777147468,Mashonaland West,active
,Mutare,,ZW010521,Leekuil Takunda Clinic,+263774148243,Manicaland,active
,Mutare,,zw010550,MUTARE 3FIELD COY ZNA MUTARE,,Manicaland,active
,Shurugwi,,ZW070629,Tongogara Clinic Shurugwi,+263774150975,Midlands,active
,Chipinge,,ZW010332,Mutandahwe Clinic,+263774147647,Manicaland,active
,Buhera,,ZW010117,BUHERA Chimbudzi Clinic,+263774144527,Manicaland,active
,Chiredzi,,ZW08DUMMY,GUDO RHC CHIREDZI,,Masvingo,active
,Marondera,,ZW030529,Chipararwe Clinic,+263774160887,Mashonaland East,active
,Bindura,,ZW020162,Chipadze Clinic,+263783282916,Mashonaland Central,active
,Buhera,,ZW010131,Chiweshe Clinic,+263774144560,Manicaland,active
smanase@fhi360.org,Mutasa,,ZW010693,St Augustine's Clinic,+263774148890,Manicaland,active
,Gutu,,ZW080405,Nemashakwe Rural Health Centre,+263774149876,Masvingo,active
,Gutu,,ZW080432,Zinhata Clinic,+263774149923,Masvingo,active
,Zaka,,ZW080705,Zibwowa Rural Health Centre,+263774150110,Masvingo,active
,Zaka,,ZW08070A,Ndanga District Hospital,+263783282928,Masvingo,active
,Zaka,,ZW08070C,Musiso Mission Hospital,+263774150086,Masvingo,active
,Zaka,,ZW080732,Jichidza Clinic,+263774150071,Masvingo,active
,Buhera,,ZW010139,Chawatama Rural Health Centre,+263783279409,Manicaland,active
,Kariba,,ZW040404,Mola Clinic,+263777146450,Mashonaland West,active
,Chipinge,,ZW010345,Chipangayi Clinic,+263783282839,Manicaland,active
,Chiredzi,,ZW080227,Chiredzi St Joseph Clinic,+263774150051,Masvingo,active
,Zaka,,ZW080703,Nemauku Rural Health Centre,+263774150091,Masvingo,active
,Hwange,,ZW050333,Simangane Clinic,+263778126786,Matabeleland North,active
,Chiredzi,,ZW080201,Chambuta Clinic,+263774149960,Masvingo,active
,Kariba,,ZW040425,Chalala RDC Clinic,+263777146460,Mashonaland West,active
,Sanyati,,ZW040389,Chakari Clinic,+263783282932,Mashonaland West,active
,Mount Darwin,,ZW020525,Chahwanda Rural Health Centre,+263774157745,Mashonaland Central,active
,Centenary,,ZW020285,Chadereka Rural Health Centre,+263774152185,Mashonaland Central,active
,Mberengwa,,ZW070526,Chabwira Clinic,+263774150689,Midlands Province,active
,Guruve,,ZW020347,Camsasa Clinic,+263774157433,Mashonaland Central,active
,Nkulumane,,ZW090A11,by Pelandava,+263771120252,Bulawayo,active
,Chikomba,,ZWdummy05,Bvumbura Clinic,+263774159548,Mashonaland East,active
,Zaka,,ZW080726,Bvukururu Clinic,+263774150055,Masvingo,active
,Guruve,,ZW020301,Bvochora Rural Health Centre,+263774157464,Mashonaland Central,active
,Mount Darwin,,ZW020529,Bveke Clinic,+263774157742,Mashonaland Central,active
,Gwanda,,ZW060325,Buvuma Clinic,+263774151790,Matabeleland South,active
,Shamva,,ZW020725,Bushu Clinic,+263774159430,Mashonaland Central,active
,Mhondoro,,ZW040325,Bururu RDC Clinic,+263777146503,Mashonaland West,active
,Rushinga,,ZW020625,Bungwe Clinic,+263774157843,Mashonaland Central,active
,West South West,,ZW000A09,Budiriro Polyclinic,+263783282909,Harare,active
,Mberengwa,,ZW070579,Buchwa Camp Clinic,+263774150671,Midlands Province,active
,Chegutu,,ZW040180,Brunswick Clinic,+263774161075,Mashonaland West,active
,Goromonzi,,ZW030245,Bromley Clinic,+263774159791,Mashonaland East,active
,Harare Central South Eastern,,ZW000A08,Breaside FHS Clinic,+263783285061,Harare,active
,Guruve,,ZW020348,Brandon Clinic,+263774157452,Mashonaland Central,active
,Umguza,,ZW050710,Brady ZNA Clinic,+263783283046,Matabeleland North,active
,Makoni,,ZW010419,Nyahukwe Rural Health Centre,+263774148036,Manicaland,active
,Nyanga,,ZW010726,Chiwarira Clinic,+263774148944,Manicaland,active
,Uzumba Maramba Pfungwe,,ZW030326,Chikuhwa Clinic,+263774160716,Mashonaland East,active
,Bikita,,ZW080131,BIKITA MURWIRA,+263774149479,Masvingo,active
,Makoni,,ZW010438,Maurice Nyagumbo Clinic,+263774147965,Manicaland,active
,Chipinge,,ZW010328,Kondo Clinic,+263774147590,Manicaland,active
,Umguza,,ZWdummy04,Bulawayo ZPS Clinic,+263783283044,Matabeleland North,active
,Makonde,,ZW040578,Khosana Ranch RDCClinic,+263777147484,Mashonaland West,active
,Chiredzi,,ZW080234,Makambe Clinic,+263774150016,Masvingo,active
,Sanyati,,ZW040321,Nyaonde Rural Health Centre,+263777146561,Mashonaland West,active
,Chiredzi,,ZW080211,Faversham Clinic,+263774150011,Masvingo,active
,Chirumhanzu,,ZW07010F,St Theresa Chirumhanzu,+263774150294,Midlands,active
,Gokwe South,,ZW070294,Mtanke Clinic,+263774150436,Midlands Province,active
,Gutu,,ZW08040B,Chimombe Rural Hospital,+263774149714,Masvingo,inactive
,Makoni,,ZW010403,Chinhenga Rural Health Centre,+263774147807,Manicaland,active
,Makoni,,ZW010491,Nyazura Mission Clinic,+263774148050,Manicaland,active
,Harare,,ZWdummy93,BRIDH,,Harare,active
,Makoni,,ZW010430,Matsika Clinic,+263774147940,Manicaland,active
,Mutasa,,ZW010698,Premier Central Clinic,+263774148577,Manicaland,active
,Mutasa,,ZW010642,Samaringa Clinic,+263774148619,Manicaland,active
,Makoni,,ZW010427,Nyazura Clinic,+263774148048,Manicaland,active
,Gutu,,ZW080406,Soti Source Rural Health Centre,+263774149908,Masvingo,active
,Bikita,,ZW080107,Ngorima Rural Health Centre,+263774149515,Masvingo,active
,Bikita,,ZW080108,Muvava Clinic,+263774149506,Masvingo,active
,Bikita,,ZW08010C,Mashoko Mission Hospital,+263774149436,Masvingo,active
,Zaka,,ZW080740,Mageza Clinic,+263774150074,Masvingo,active
,Masvingo,,ZW080540,Guwa Rural Health Centre,+263774149572,Masvingo,active
,Bulilima,,ZW060220,Hingwe Rural Health Centre,+263774151612,Matabeleland South,active
,Zvishavane,,ZW07070B,ZvishavaneLundi Rural Hospital,+263774151036,Midlands,active
,Mwenezi,,ZW080681,Rutenga NRZ Clinic,+263774150244,Masvingo,active
,Buhera,,ZW010145,NDYARIMA CLINIC,,Manicaland,active
,Bubi,,ZW05020A,Inyathi District Hospital,+263783282972,Matabeleland North,active
,Seke,,ZW030925,Muda Clinic,+263774161038,Mashonaland East,active
,Gokwe South,,ZW070208,Nyaje Rural Health Centre,+263774150439,Midlands Province,active
,Nkayi,,ZW050502,Mateme Rural Health Centre,+263774151290,Matabeleland North,active
,Hurungwe,,ZW040249,Tengwe Clinic,+263774161381,Mashonaland West,active
,Mutoko,,ZW030806,Mushimbo Rural Health Centre,+263774160566,Mashonaland East,active
,Masvingo,,ZW080541,Gurajena Rural Health Centre,+263774149569,Masvingo,active
,Uzumba Maramba Pfungwe,,ZW03030A,Mutawatawa District Hospital,+263783279352,Mashonaland East,active
,Chivi,,ZWdummy10,Chirogwe Clinic,+263774150118,Masvingo,active
,Bindura,,ZW020145,Chiriseri Clinic,+263778126780,Mashonaland Central,active
,Sanyati,,ZW040326,Chirikiti RDC Clinic,+263777146554,Mashonaland West,active
,Gokwe North,,ZW07020B,Chireya Mission Hospital,+263774150392,Midlands Province,active
,Chiredzi,,ZW080218,Chiredzi ZRP Camp Clinic,+263783285141,Masvingo,active
,Chiredzi,,ZW080217,Chiredzi ZPS Clinic,+263783285134,Masvingo,active
,Chiredzi,,ZW080285,Chiredzi NRZ Clinic,+263783285140,Masvingo,active
,Chiredzi,,ZW08020A,Chiredzi General Hospital,+263783282926,Masvingo,active
,Zaka,,ZW080729,Chiredzana Clinic,+263774150059,Masvingo,active
,Zvimba,,ZW040626,Chirau RDC Clinic,+263777146668,Mashonaland West,active
,Guruve,,ZW020329,Chipuriro Clinic,+263774157682,Mashonaland Central,active
,Shamva,,ZWdummy09,Chipoli Clinic,+263774159476,Mashonaland Central,active
,Chipinge,,ZW010317,Chipinge ZRP Camp Clinic,+263783282833,Manicaland,active
,Uzumba Maramba Pfungwe,,ZW030327,Chipfunde Clinic,+263774160826,Mashonaland East,active
,Chipinge,,ZW010340,Maparadza Clinic,+263774147604,Manicaland,active
,Mutare,,ZW010532,Mutare ZPCS Farm Clinic,+263783279370,Manicaland,active
,Buhera,,ZW010134,Mutepfe Clinic,+263774144625,Manicaland,active
,Buhera,,ZW010103,Madzimbashuro Rural Health Centre,+263774144594,Manicaland,active
,Gutu,,ZW08040D,Chinyika R.H.C GUTU,+263774149717,Masvingo,active
,Chipinge,,ZW010318,Chipinge ZPS Clinic,+263783282836,Manicaland,active
,Gweru,,ZW070301,Gunde Rural Health Centre,+263774150474,Midlands Province,active
,Gutu,,ZW080409,Zvavahera Rural Health Centre,+263774149932,Masvingo,active
,Gutu,,ZW080402,Majada Rural Health Centre,+263774149803,Masvingo,active
,Chiredzi,,ZW080213,Samu Clinic,+263783285136,Masvingo,active
,Chiredzi,,ZW080214,Pahlela Clinic,+263774150039,Masvingo,active
,Chiredzi,,ZW080229,Porepore Clinic,+263774150042,Masvingo,active
,Chipinge,,ZWdummy50,Muswera Rural clinic,+263774147624,Manicaland,active
,Chivi,,ZW0803,GORORO CLINIC,,Masvingo,active
,Makoni,,ZW10322,ZUNIDZA,,Manicaland,active
,Makoni,,ZW010441,Mubvurungwa Clinic,+263774147998,Manicaland,active
,Chipinge,,ZW010390,Gwenzi Clinic,+263783282850,Manicaland,active
,Chimanimani,,ZW010230,Mutsvangwa Clinic,+263774144858,Manicaland,active
,Chimanimani,,ZW010204,Chikukwa Rural Health Centre,+263774144832,Manicaland,active
,Chimanimani,,zw010209,Nyabamba R H C,+263777146559,Manicaland,active
,Mutasa,,ZW010631,Mutasa Clinic,+263774148530,Manicaland,active
,Tsholotsho,,ZW050606,Sodhaka Clinic,+263783283040,Matabeleland North,active
,Buhera,,ZW0100,MMH,+263774150754,Manicaland,active
,Mudzi,,ZW030603,Gozi Rural Health Centre,+263774159995,Mashonaland East,active
,Hwedza,,ZW030406,Gotora/Skimpton Clinic,+263774159918,Mashonaland East,active
,Hwedza,,ZW030403,GOTO,+263774159894,Mashonaland East,active
,Guruve,,ZW020334,Gota Clinic,+263774157473,Mashonaland Central,active
,Murewa,,ZW030772,Goso Rural Health Centre,+263774160443,Mashonaland East,active
,Goromonzi,,ZWdummy20,Goromonzi ZPS Clinic,+263783280012,Mashonaland East,active
,Goromonzi,,ZW030205,Goromonzi High School Clinic,+263774159748,Mashonaland East,active
,Mudzi,,ZWdummy19,Goromonzi Clinic,+263783280039,Mashonaland East,active
,Gokwe North,,ZW070292,Goredema Clinic,+263774150313,Midlands Province,active
,Chegutu,,ZW040102,Gora Rural Health Centre,+263774161128,Mashonaland West,active
,Shamva,,ZW020704,Goora Rural Health Centre,+263774159432,Mashonaland Central,active
,Mbire,,ZW020831,Gonono Clinic,+263777146884,Mashonaland Central,active
,Hwedza,,ZW030402,Goneso Rural Health Centre,+263774159893,Mashonaland East,active
,Lupane,,ZW050404,Gomoza Rural Health Centre,+263775284503,Matabeleland North,active
,Kwekwe,,ZW070488,Gomora Clinic,+263774150556,Midlands Province,active
,Sanyati,,ZW040377,Golden Valley Mine Clinic,+263777146542,Mashonaland West,active
,Gokwe South,,ZWdummy18,Gokwe Prison Clinic,+263783285160,Midlands Province,active
,Gokwe North,,ZW07020A,Gokwe North District Hospital,+263783285162,Midlands Province,active
,Gokwe South,,ZW07080A,Gokwe District Hospital,+263783285165,Midlands Province,active
,Masvingo,,ZW08050E,Gokomere Mission Clinic,+263774149560,Masvingo,active
,Chikomba,,ZW030126,Gokomere Clinic,+263774159550,Mashonaland East,active
,Makonde,,ZW040509,Godzi RDC Clinic,+263777147418,Mashonaland West,active
,Kwekwe,,ZW070451,Globe and Phoenix Clinic,+263774150548,Midlands Province,active
,Mwenezi,,ZW080605,Nehanda Rural Health Centre,+263774150233,Masvingo,active
,Gutu,,ZW080492,Mutero,+263774149894,Masvingo,active
,Gutu,,ZW080435,Magombedze Chitsa Clinic,+263774149798,Masvingo,active
,Gutu,,ZW080403,Matizha Rural Health Centre,+263774149822,Masvingo,active
,Masvingo,,ZW080506,Nemamwa Rural Health Centre,+263774149618,Masvingo,active
,Masvingo,,ZW080507,Nyikavanhu Rural Health Centre,+263774149642,Masvingo,active
,Masvingo,,ZW08050B,ngomahuru Psychiatric hospital,+263774149626,Masvingo,active
,Masvingo,,ZW08050C,Nyajena Rural Hospital,+263774149629,Masvingo,active
,Masvingo,,ZW08050D,Morgenster Mission Hospital,+263774149701,Masvingo,active
,Masvingo,,ZW080510,Masvingo Teachers' College,+263783285132,Masvingo,active
,Masvingo,,ZW080511,Masvingo Polytechnic Clinic,+263783285126,Masvingo,active
,Masvingo,,ZW080512,Summerton Rural Health Centre,+263774149654,Masvingo,active
,Masvingo,,ZW080513,Wendedzo Clinic,+263774149666,Masvingo,active
,Masvingo,,ZW080514,Great Zimbabwe University Clinic,+263783285130,Masvingo,active
,Masvingo,,ZW080527,Gundura Clinic,+263774149564,Masvingo,active
,Masvingo,,ZW080528,Mapanzure Clinic,+263774149577,Masvingo,active
,Masvingo,,ZW080531,Murinye Clinic,+263774149607,Masvingo,active
,Mutare,,ZW010533,Mukwada Clinic,+263774148273,Manicaland,active
,Mutare,,ZW010535,Mushunje Clinic,+263774148301,Manicaland,active
,Makoni,,ZW010498,NEDZIWA MISSION CLINIC MAKONI,,Manicaland,active
,Seke,,ZW030904,Ringa Rural Health Centre,+263774160982,Mashonaland East,active
,Mutoko,,ZW030891,Chindenga Clinic,+263774160689,Mashonaland East,active
,Goromonzi,,ZW03020D,Chikwaka Rural Hospital,+263774159709,Mashonaland East,active
,Mutasa,,ZW010628,Mandeya 2 Clinic,+263783279400,Manicaland,active
,Mutasa,,ZW010668,Selbourne/Nyanga Pine Clinic,+263774148633,Manicaland,active
,Murewa,,ZW03070C,Nhowe Mission Hospital,+263774160263,Mashonaland East,active
,Murewa,,ZW030722,Murewa Polyclinic,+263774160262,Mashonaland East,active
,Murewa,,ZW030727,Kadzere Rural Health Centre,+263774160220,Mashonaland East,active
,Buhera,,ZW010101,Berenyazvizvi Clinic,+263774144480,Manicaland,active
,Buhera,,ZW010138,Rambanepasi Clinic,+263774144801,Manicaland,active
,Mutasa,,ZW010694,St Peter's Mandeya Clinic,+263783279398,Manicaland,active
,Chipinge,,ZW010325,Chibuwe Clinic,+263783282838,Manicaland,active
,Chimanimani,,ZW01020A,Biriiri Rural Hospital,+263783279362,Manicaland,active
,Chimanimani,,ZW01020D,Rusitu Mission Hospital,+263774144870,Manicaland,active
,Mutare,,ZW010508,Chiwere Clinic,+263774148211,Manicaland,active
,Mutasa,,ZW010627,Hauna SClinic,+263774148468,Manicaland,active
,Nyanga,,ZWDUMMYDDD,NYANGA ALL ARMS BATTLE,,Manicaland,active
,Chiredzi,,ZW080292,Chingele Clinic,+263774149984,Masvingo,active
,Mutare,,ZW010512,Nyamazura Rural Health Centre,+263774148313,Manicaland,active
,Mutasa,,ZW010671,Redwing Clinic,+263774148662,Manicaland,active
,Chivi,,ZW080333,Vutete,+263774150164,Masvingo,active
,Masvingo,,ZW080502,Mukosi Rural Health Centre,+263774149590,Masvingo,active
,Masvingo,,ZW080503,Mushandike Rural Health Centre,+263774149608,Masvingo,active
,Masvingo,,ZW080504,Musvovi Rural Health Centre,+263774149609,Masvingo,active
,Masvingo,,ZW080505,Mutimurefu Rural Health Centre,+263774149612,Masvingo,active
,Masvingo,,ZW080505,Masvingo Remand ZPS Clinic,+263783285125,Masvingo,active
,Makoni,,ZW010493,CHITUNGWIZA CLINIC MAKONI DISTRICT,,Manicaland,active
,Chimanimani,,ZW010226,Chakohwa Clinic,+263774144823,Manicaland,active
,Mutasa,,ZW010625,Chitombo Clinic,+263774148423,Manicaland,active
,Chipinge,,ZW010365,ARDA Middle Sabi,+263783282844,Manicaland,active
,Makoni,,ZW010407,Groobi Spring Rural Health Centre,+263774147857,Manicaland,active
,Binga,,ZW05010A,Binga Hospital,+263783282974,Matabeleland North,active
,Mutasa,,ZW010637,Sadziwa Clinic,+263774148598,Manicaland,active
,Mutare,,ZW010540,Zumbare Clinic,+263783279388,Manicaland,active
,Chipinge,,ZW010339,Chisuma Clinic,+263774144894,Manicaland,active
,Buhera,,ZW010105,BUHERA MURWIRA RHC,+263774144622,Manicaland,active
,Nyanga,,ZW01070D,Mt Melleray Mission Hospital,+263774149018,Manicaland,active
,Bikita,,ZW080176,Bikita Minerals Clinic,+263774149104,Masvingo,active
,Nyanga,,ZW010711,Ruchera Rural Health Centre,+263774149072,Manicaland,active
,Nyanga,,ZW010791,Nyangombe Clinic,+263774149033,Manicaland,active
,Chimanimani,,ZW010205,Nyahode Clinic,+263774144863,Manicaland,active
,Chipinge,,ZW01030A,Chipinge DISTRICT HOSP,+263783282852,Manicaland,active
,Chivi,,ZW11260,CHASIYATENDE CLINIC,,Masvingo,active
,,,ZWO11215,ODZI CLINIC,,,inactive
,,,ZW11329,GUNDURA CLINIC,,,inactive
,Buhera,,ZWDUMMY89,MASASA CLINIC,,Manicaland,active
,,,ZWO10482,MUKUWAPASI REHAB CLINIC,,,inactive
,Makoni,,ZWdummy90,CHIOME CLINIC,,Manicaland,active
,Mutasa,,ZWDUMMY70,TSVINGWE CLINIC,,Manicaland,active
,Chimanimani,,ZW010262,CHISENGU CLINIC,,Manicaland,active
,,,FITC,FITC - MUTARE,0773285731,,active
,,,FITC-MTRE,FITC - MUTARE,,,active
,,,ZWdummy86,DONAL LOMONT CLINIC,,,active
,Makoni,,TSIKADA,TSIKADA CLINIC,,Manicaland,active
,Mutare,,ZW000019,PMD,,Manicaland,active
,Mutare,,ZW01050A,Mutare Provincial Hospital,+263783279365,Manicaland,active
,Marondera,,ZW030563,Nyembanzvere Clinic,+263774160928,Mashonaland East,active
,Marondera,,ZW030564,Lustleigh Council Clinic,+263774160940,Mashonaland East,active
,Marondera,,ZW030586,Waddilove School Clinic,+263774160953,Mashonaland East,active
,Mudzi,,ZW030604,Kondo Rural Health Centre,+263774160033,Mashonaland East,active
,Mudzi,,ZW030606,Masarakufa Rural Health Centre,+263774160079,Mashonaland East,active
,Mudzi,,ZW030607,Nyamanyora Rural Health Centre,+263774160105,Mashonaland East,active
,Mudzi,,ZW03060A,Kotwa District Hospital,+263783279354,Mashonaland East,active
,Mudzi,,ZW030625,St Pius Clinic,+263774160062,Mashonaland East,active
,Mudzi,,ZW030626,Kapotesa Clinic,+263774160003,Mashonaland East,active
,Mudzi,,ZW030627,Kotwa Clinic,+263774160162,Mashonaland East,active
,Mudzi,,ZW030628,Masenda Clinic,+263774160092,Mashonaland East,active
,Mudzi,,ZW030629,Nyamapanda Clinic,+263774160124,Mashonaland East,active
,Mudzi,,ZW030630,Nyamatawa Clinic,+263774160134,Mashonaland East,active
,Mudzi,,ZW030631,Nyamukoho Clinic,+263774160139,Mashonaland East,active
,Mudzi,,ZW030632,Shinda Clinic,+263783280035,Mashonaland East,active
,Mudzi,,ZW030633,Suswe Clinic,+263774160164,Mashonaland East,active
,Mudzi,,ZW030693,Nyahuku Clinic,+263783280037,Mashonaland East,active
,Murewa,,ZW030703,Jekwa Rural Health Centre,+263774160218,Mashonaland East,active
,Murewa,,ZW030704,Kadenge Rural Health Centre,+263774160219,Mashonaland East,active
,Murewa,,ZW030705,Madamombe Rural Health Centre,+263774160227,Mashonaland East,active
,Murewa,,ZW030706,Munamba Rural Health Centre,+263774160232,Mashonaland East,active
,Murewa,,ZW030707,Murehwa ZRP Clinic,+263774160331,Mashonaland East,active
,Murewa,,ZW030708,Murewa ZPS Clinic,+263774160265,Mashonaland East,active
,Murewa,,ZW03070B,St Paul's Musami Mission Hospital,+263774160293,Mashonaland East,active
,Mutasa,,ZW010601,Chavhanga Clinic,+263783279401,Manicaland,active
,Makoni,,ZW010444,Mavhudzi Clinic,+263774148027,Manicaland,active
,Chikomba,,ZW03010A,Chivhu General Hospital,+263783280027,Mashonaland East,active
,Mutare,,ZW01050A1,MUTARE PROV HOSP. FWB,,Manicaland,active
,Mberengwa,,ZW070505,Mwanezi Rural Health Centre,+263774150873,Midlands Province,active
,Mutasa,,ZW010672,Sheba Clinic,+263783279403,Manicaland,active
